label,text
Psoriasis,The skin on my palms and soles is thickened and has deep cracks. These cracks are painful and bleed easily.
Cervical spondylosis,"indorse pain, a dry cough, and harshness in my arms and pegleg have been bothering me. I've had problems stay_put balanced and experience dizziness, and my neck hurts."
urinary tract infection,"My stomach hurts, and I frequently acquire a temperature. I experience sudden, intense cravings to urinate. The discomfort is virtually always there and frequently gets worse at night. My pee nearly always smells bad."
Arthritis,"I've been experiencing stiffness and weakness in my neck muscles recently. Since my joints have grownup, it's heavy on behalf of American state to run whereas not getting stiff. additionally, walking has been very uncomfortable."
Impetigo,"I am experiencing skin rashes with burning sores. The blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. I also have a high fever."
drug reaction,"I'm feeling really lightheaded and dizzy when I have a temperature. My mind is completely muddled, and my heart is racing. I find it difficult to think clearly, and everything seems quite hazy."
Arthritis,"I've been experiencing stiffness and weakness in my neck muscles recently. Since my joints have grownup, it's onerous on behalf of me to run while not obtaining stiff. in addition, walking has been extraordinarily uncomfortable."
Impetigo,"Over the last two days, the rash on my face has gotten more severe and inflamed, and the blisters have begun to bleed clear pus. It is really painful to deal with."
Malaria,"Along with a high fever, I've had chills, vomiting, and severe itching. Along with my headache and excessive sweating, I've been feeling awful with nausea and muscle ache."
Dimorphic Hemorrhoids,"I've been finding IT incredibly difficult recently to exercise the restroom. I can simply go sporadically because it hurts hence much. My anus and the surrounding region are also rather painful. My anus feels really aggravated, and my tiller has been extremely bloody."
diabetes,"I'm drinking more water and urinating more frequently. My throat and mouth are frequently dry. Recently, my appetite and hunger have both grown."
Acne,I've recently spring_up a horrendous rash on my skin. It's riddled with blackhead and pus-filled pimples. My skin has too been scurrying everywhere.
Pneumonia,"My fever exist really high, and I'm possess difficulty breathing. I'm dowse Hoosier_State sweat and shivering with chills. I'm quite fatigued, and my heart be racing. I'm also expecting some brownish phlegm."
Acne,"My shinny has been develop out in vitamin_A terrible rash lately. Blackheads and pus-filled pimples abound along it. Additionally, my skin has been scurring a lot."
Jaundice,"I've been feeling really scratchy, dizzy, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I get stomach pain."
Typhoid,"I am experiencing extreme belly pain and constipation. every night, I consume type_A severe pyrexia on with chills and headaches. The last mate of Day has been really uncomfortable."
Malaria,"I've been experiencing severe itching, chills, vomiting, and axerophthol high fever. I'm also sweating axerophthol band and have group_A headache. iodine feel nauseous and my muscularity are really sore"
Malaria,"I've cause A high fever, chills, and intense itching. In addition, iodin suffer a headache and am sweat deoxyadenosine_monophosphate lot. My muscles hurt a lot, and unity feel sick."
Dengue,The muscle pain I have been experiencing exist severe and find like a constant ache. There are blood-red spots all complete my body and the itching equal causing ME a lot of discomfort.
Dengue,My shivers and shivering have been accompanied with a sensation of coldness and a very high fever. Rashes on my arms and red patches on my neck have also appeared. 
Hypertension,"I've been suffering from symptoms including a headache, chest pain, dizziness, losing my balance, and trouble concentrating."
Acne,I just developed a truly nasty blizzard along my skin. There are tons of blackhead and pimples that are filled with pus. My clamber has as_well been very scurrying.
Malaria,"I've been experiencing serious organic_structure itchiness, chills, and vomiting. I receive axerophthol really mellow fever, and I've been perspiring a lot. I also feel queasy and have a headache. My muscles are in excruciating discomfort."
peptic ulcer disease,"I have a combust sensation In my upper abdomen, ofetn between or at night. 1 have heartburn and indigestion and often feel very nauseous"
Bronchial Asthma,"I've got a coughing that won't go away, and I'm exhausted. I've be cough up boneheaded mucous and my fever exist also pretty high."
Fungal infection,"My skin frequently develops itchy bumps that can occasionally turn red or rough. Aside from that, my skin occasionally develops strange pimples that resemble small balls and some odd spots that are a different hue from the rest of my skin."
Impetigo,There ar red sore on my face and near my nose. I have noticed that the rash is circularize more_than quickly on my neck_opening and chest.
Varicose Veins,"The rash on my legs comprise disperse and decorous more severe. IT is red, inflamed, and itchy, causing deoxyadenosine_monophosphate lot of discomfort and difficulty slumber at night."
